Tweetler,Duygu Analizi
  insan  girmiyor hayatımıza kimileri ceza kimileri bela kımıl,1
cumhurbaşkanı açıklama yaptı somut adımlar gelir  sizce umarım   cinayetler  bulur  gerekli adımlar atılır bela okuyacak öfkemi kusacak halim kalmadı ,1
üzülmek bela okumak isyan etmek tepkini paylaşmak yetmiyor  bunu  devlet  anlamıyor  anlamamazlıktan  geliyor,1
   bela olayım  eğlenceli,1
 sapık bela    cevap vermeye  edersek   bundan zevk alıp   iftira atarak  edecek  bunun durum vahim sefilinin sefili insan gurubunda  uzak durmak cevap  fayda etmez ona kalbim kör duymaz görmez nuhun oğlu,0
bela  veren  var   ,1
katiller cinayet  cezayı  düşünmezmiş planlı cinayet işleyenler desene yakalamayacağını düşünürmüş cinayetleri ortadan kaldırmak istiyorsak kişilerin  çizgiye gelmemeleri  temelden  şeyleri değiştirmeliyiz insanların başa bela zihniyet problemi var,1
bunlara bela okumakta fayda etmiyor  insan ,1
pandemi döneminde   başından  olması gereken  eğitimi  bela uygulayabilen   süreçte    benim,1
önedin testi çözüyorsundur  karşına bela çıkar laleonuk,1
uğurbulut ego falanda   kusura bakma ülkenin başına fetö  bela olduysa oflularda trabzonsporun başına bela eleştiride bulunuyorsunda  gelecek   destekliyorsun mesela söyle  başına aday  kimsede karşısına çıkmadı  konuşma   yönetim bbu,1
üstümden bela eksik olmuyor sonumuz  olsun,1
  süper  sağlık sistemi var    zorunlu olarak para ödediğin  sağlık sisteminden gün sonraya  bela randevu koparıyorsun  `` zorunlu değişiklik deyip randevun iptal ediliyor  hastane kapılarında sıra beklemiyoruz ,1
akp li belediyeli şehirlerde olunca kader allah tan imtihan v s akp li belediyeler haricinde tr desene    olunca allah bela veriyor  çalışmıyorlar tedbir almıyorlar v s  afetlerde   can kaybı  yıkım akp li belediyeli şehitlerde oluyor yolsuzluklardan,1
ezan okunurken müziğin sesini  kısmadım allah  başıma bela olarak gönderdi,1
anlaman     bahane onu saran muhabbet belalı  hasta zevk alıyor  aynı sistem  aşağılıyor iftira  övüyor  ruh hastası insana uzak durmak cevap vermeyip allah  bırak  iyisi  konuda şüphen olmasın  bela buna cevap fayda etmez haya  ,0
bırak düşenler kardeşim dünyanın başına bela olan  ülke beter olsunlar,0
çıkıp  hoşgörüsüzlükle  yapmacık tavırlarınızla amerika   vatandaşlara bela okuyorsunuz baya hoşgörülüşünüz  desene size  şekilde manipüle ederek islami pazarlayan din düşmanları   zamanda  olur umarım,0
yaprak  bela ettiler bunu  başımıza,0
bela vaziyettin  soma'm,0
la havle bela kuvvete illa illa aliyülllll âzimmm,1
rabb im kaza bela vermesin inşaallah  bize desene  olur inşaallah,1
 pisliğin  hedefi göz ardı edilmekte  gün kadına  şiddetle mücadele ediyor sözüne kanan  feminist kadınla,0
homofobik gay demiştim   videosunu göstermiştim yayınlarda başımıza bela ediyorsunuz bunları dedim  bunu ,1
ibb deki babacan prensinin faciaları dilek güngör anlayacağınız çağlar in ziraat in başına bela ettiği krediler hala zararda,1
hayatta ödenmesi   bedelin faizi sahipleri çocukları küçükken  eğitmeden  yanlarını törpülemeden hayata hazırlamadan şımartan anne  babalardır ölene  başına bela olur   geriye dönüp baktığında  yıl ödemediğine pişman olursun,1
 bela virüsten   annemi görebiliyorum nede doktorlara durumunu sorabiliyorum kafayı biçem,1
kendine bela okumaya  başladığına  senin  acil  tedaviye ihtiyacın var  survivor sizin psikolojinizi bozmuş bela okuma   şey  dönüp dolaşıp okuyanı bulur,1
 suriyeliler temelli bela olarak başımıza kalsın onların boşalttığı topraklara  pkkcılar konup burnumuzun dibinde terör devleti belası  temelli olsun  vizyon,1
allah tan dileğim bela  olan  kişinin şerrinden allahın bize uzak tutması beladan   kişinin şerrinden allaha sığınalım  yol   kör buna anlatmak duvara konuşmak   cevap vermek anlamsız allah diyelim  hasta kişinin şerrinden beladan bize uzak tut,1
 allah belanı versin geber  bela okumaktan ciğerim çürüdü insan olamazsınız olamazsınız olamazsınız  bırakanda onu yapan  katil  suçlu adaletiniz batsın ,0
hocam  ameliyathane resimleri   gün başınıza iş acar allah göstermesin hastanızın vadesi dolar resim olur başınıza bela olur ,1
ülke komple kafayı yemiş cahillik başa bela,0
barışmrtyağcı bela geliyor  taraflara,1
  kaoslu  gün heryerden bela akıyor,1
 aralar  gülüyorum  bela gelme sinyali veriyor ,1
maske g bunların ekmeğine yağ sürmemek   paylaşım   ismini zikrederek   bela olduklarını anlatmaya çalışalım selam  dua ,1
 insanlara iftira atarak yaşayamazsın   zavallı    mahluksun allah  ıslah etsin hendiş bela gibisin farkında mısın bize musallat olan izlemek    arasındaki farkı  anlamak şeytan  melek   kıymet bilelim  iyilerin,0
 meşru hayatlar neticesinde hak teala nin kullarının azması  tahakkuk eden bela  musibet  kul olarak hz allah in  görmediği işleri yaptığımız müddetçe  tur bela  musibetler eksik olmayacaktır rabbim insanlığa hidayet  etsin,1
haberi gördüğümden  yazıp yazıp siliyorum  şeyi bela okumak küfür etmek lanetlemek hepsini yaptık  hala ,1
suç senin  serdar kürt halkından kürtçeden korkanların ayıbı diyesim geliyor   anda içim  diyor kürt dü,1
  bize tanışan bela aldın  bana yemin ediyorum çekil abi ,0
hayırlı olsun allah kaza bela vermesin,1
filistin   zaman müslüman ülkesinden  olmadı allah  onlara israil li başlarına bela olarak verdi,1
allah kaza bela vermesin,1
 tarafınızdan talep edilen bilgileri müşteri temsilcilerine  çözüm merkezine paylaşarak destek alabilirsiniz sağlıklı günler dileriz,1
başınıza bela gelirse   buna benzer soyu sopu bozuklar  gelecek,0
temmuzda kazandığımız savaşı  kaybediyoruz    hata yaptık  sormayın bunu başımıza bela eden  hala  büyük koruyucusu fatma şahin  feminist tipleri  görmek istemiyoruz sözleşmecinayetleriartiriyor,1
bela ölürüm başına aslanım belli,0
 tanımıyor heralde başına bela arıyor git  şunun belasını ver  sjsjjsjsos,0
onu  yetiştiren  kadın  desene şiddettir erkekler  böyledir  desene şiddeti meşru etmektir    ,1
başıma bela açmadıkça laftan sözden anlayan  değilim,1
 kürt kızı atasözü der  amigo gel benim hayatım ol küre kere hat  bela seremin,1
shaha  başıma bela olacak,1
``  bela yoktur  ondan  kötüsü olmasın hz ebubekir r ,1
  gün şimdiki akp liler chp  `` akp ye senelerce  verdiniz akp yi ülkenin başına bela ettiniz  suçlayacak,1
bela gelene  tanrı benim kibrine düşenlerden olmayalım,1
 aminakoyim belayı  çekiyorum istemiyorum abi   yaşamak istiyorum başımdan bela eksik olmuyor amk,0
  ,1
yaw allah belanı versin diyonuzya  allah varsa bela veriyorsa  olur söyleyin allahınızı afrikada   ölen çocuklara   elbiseler yiyecekler içecekler versin,0
kula bela gelmez hak yazmayınca hak bela yazmaz kul azmayınca hak kullan intikamı kul  alır dini irfan bilmeyen bunu kullan sanır,1
yolun  olsun kaza bela vermeden gideceğiniz yere sağ selim varırsınız ,1
başınıza bela  arıyoruz dkdkdk,1
kurtların öldürdüğü çiftlik hayvanı oranı diğer ölümlerin    sorunu çözmek    insan sorunu çözmek  ortadan kaldırmayı seçiyor  sorunu ortadan kaldırdığında  sorunu başına bela ediyor haberi ,1
allah selamet versin,1
allah belanızı versin soysuzlar,0
allah kaza beladan karşına,1
deneme,1
deneyelim bakalım  sistemi,1
 sakallı şerefsiz  kimseye akıl verme ruhu bozuk galat,0
eskorta giden manitanın  eskorta gittim  anlatacağı  medeni  insanım galat pezevenkte olabilirim emin değilim,0
namusunu kucağıma oturtmak isteyen  galat   aq ensest pasif cüçkold winger,0
atın  eşek bağlamayacaksın aybüke eskisi   yayında fıstığım   salya akıtan magazinlerde el ele gezen eskisi kendisinden  anan kocamı gördü misali  adamla ilişki yaşayan kaşarla toplum  deriz adam   boynuzlu  galat derler  adama,0
kaannsaraç diyerek burnunu çeke çeke ağlamaya başladı `` atatürkçü katil galat in atatürkçü galat destekçisi,0
 taideki herkesi birbiriyle yakıştırmaya başladım  çöpçatanlık işini ortaokulda aşık olduğum çocuk  arkadaşıma tutulup benden ayarlamamı isteyince onları  ayarlayıp zirvede bıraktım some galat problem,0
selamlar evli çift evli eşinden  mutsuz olgun azgın dul fantazi seven kendine güvenen hamile kalmak isteyen cüçkold çift boynuzlu  galat arkadaşları sohbete bekliyorum,0
galat koca türbanlı karısını sıktırıyor,0
  eşini sunacak  bey keyfimize bakalım zevk sikiş seks  aktifim ,0
kaynak pelikancı galat damat tayfanın,0
solundan tutup sağından cakayım  şekilsiz galat,0
sevgilisini eşini paylaşmak isteyen var  sohbet edebiliriz dm  cüçkold winger porno sex sikiş  sakso ayak fetiş bişek galat  erkek  kadın seks threesome grup,0
atakan la  sıktırgıt galat sizin hepiniz  tkp nin t harfi olamazsınız,0
 görünüyor off foto sahibi mesaja gel özele tanışalım galat oğlu,0
sözümü çalma galat,0
   galat ,1
ukksl foto sahibi galat la tanışmak isterim,0
lab galat gördün asena  etek giydirip taksimde dolaşdirir,0
 yobaz  polislere  duvar ördüler senin anlayamadığın     polis müdahale edip namaz kılanlara şiddet  uygulayacaktı bizde  piçler iççin merhamet etmiyoruz masum amerikalıları kastetmiyoruz galat,0
kocaeliden genç galat karını bizim salona bırak    götü dağılmış şekilde  al,0
karısınız resimlerini yorumlatmak konuşmak isteyen yazsın olgun bayanlar  yazabilir winger mamure gizlileşsene eşinipaylaşanlar,0
dm  ensest galat cüçkold  yorum atın fotoları  yorum atın fotoları n,0
 yavrum benim  sıkışılır bununla yataktan çıkarmazdım amcağızını yedim türbanlı fahişe altımda üstümde inletirim amını götünü parçalarım kahve orospu karını sikim galat,0
abi  kokolu dediğin galat   şey ,0
amına kodumun aptalı senin takımın yıl şampiyon olamadı  konuşuyorsun galat,0
hassiktir galat senin  fatoşlar oylamıştır,0
hşşşt  faişelerr evli kadınlar kızlar eşini eşini paylaşanlarda sanal azdım azgın sıkıcı sex sanal sex sanalseks dul türkporno türkifsa sıkılmak ensest porno olgun sertsikiş kızlar evlikadın winger cüçkold galat,0
allah senin belanı versin galat soyu,0
gizlilik  planda  faişelerr evli kadınlar kızlar oradasınız biliyorum eşini eşini paylaşanlarda sanal azdım azgın sıkıcı sex seks sanal sex sanalseks dul türkporno türkifsa sıkılmak ensest porno olgun sertsikiş kızlar evlikadın winger cüçkold galat,0
abi bihter takıntılı  ruh hastasıdır aşk  zannetmeyin behlül desene  galat değildi  bihterdenkurtulmak  çabaladı  azından bihter net ruh hastasıdır,0
 onursuzlar kendisi karılarını yunanlılara peşkeş çekmişler namusuna değer vermeyen zihniyet ülke namusuna  topraklarına  değer verecek    bunların alayı şerefsiz   galat  yüzden  lgbti olabiliyorlar,0
yapabilecek  şey var  dostum,1
galat osman in intikamı filmi var onu sevmiyorum,0
dm  ensest galat cüçkold  yorum sohbet  edin,0
hassiktir   okudum  senin   değilim  büyük zulmü senin  pkk  destekçileri yaptı  millete galat,0
kaybetmekten korktuğum  varsa kaybettim  üzülmeni istemem  mutlu olmanı  istemiyorum kusurlarını gizleyen  örtüdür güzellik,1
adaletin bulunmadığı yerde  suçludur  gidince neler çektim anlatsam bana  dersin    öldüğümü unutup özlüyorum,1
hayat yaşadığın   sevdiğin  özel   kalbim  atmayacak imkanı  bunun  gülüş varken seninki favorim,1
geçen sene başında yolda yürüyorum kurs çıkışı   önde yürüyor  arkada  adam var,1
kusurlarını gizleyen  örtüdür güzellik kitap  kalmış adamın dostudur yanacak canım kalmadı benim  gidince neler çektim anlatsam bana  dersin,1
  kavga sarılınca bitendir birbirini seven insanlar   anlaşamaz umut bitti limanı  gezegeni verin ateşe  gelip geçtin  geldiğin  kaldım,1
allah biliyor   sevmiştim güvenmiyorum  niyetiniz     yanımda olsan  bana geldiğinden   kendime gelemedim,1
martıların sesi   romantik      maymunlar çete kavgasına girmiş  gürültü çıkarıyor  etçiller   çekilmiyorlar,1
abi barışın çocuğu olsa çağrıya benzermiş    durmuşlar  sırıtmadı  güzeller  ,1
susuyorsam rabbim bırakmışımdır alıştım    umutsuz   ,1
ikizler sevgisi desene nefreti desene sonsuzdur,1
günün tavsiyesi sevmekten vazgeçmeyin  aklıma geliyorsun  uyu uyuyabilirsen,1
play off yolunda başarılar dileyen beşiktaş konyaspor kocaelispor eskişehirspor diyarbakırspor karşıyaka  ismini sayamadığımız   kulübe teşekkürler,1
yaklaşık yılda  görülen kuyruklu yıldız temmuz bağlayan  ankara semalarından  görebileceğiz,1
ayasofya rüzgarlar  kubbende hürriyetin  ezelden  bizlerimsin  desene senin,1
insanın ucuz insana pahalıya mal olur  mutlu eden  varsa boşver gerisini  benim  olduğum yersin düşün camdan  bakıyorsun   aşağıda,1
 margarinde gram ölçeği varken bizim margarinde  işimi  zorlaştırıyor  tarz şeyler şikayetçiyim başkanım,1
dil sınıfında    sapa balta olamadık  ajdjsjs,1
düşün camdan  bakıyorsun   aşağıda hayat  hava  insanlar karaktersiz  benim  olduğum yersin,1
 hepimizin istediği  yudum kahve  yudum umut  yudum huzur  yudum sevgi  yudum güven,1
insan zannediyor  ülkeyi terk edince  gündemim olacak memleket meselelerine   takmayacağım  memleket   memleket   gün kahrolunulacak   gündem veriyor insana  kötüsü desene  turlusunun mümkün olduğunu görebiliyorken,1
 insan sizden gelecek olumlu  yanıt bekliyor bize  kere şans tanıyın  söz veriyoruz,1
  şey yaptım dpedldşdfleşdldşd,1
eğitim ayağına  şeyler öğreteceğinize  ahlak öğretseydiniz   olmazdı,1
 an mutluyum  panik yapmayın  geçer,1
yer yarılsın  içine girelim,1
abi   emeğinize sağlık,1
insanlar   sarıl bana,1
destansı payidar türkülemek tiz ,1
gana  idealist  öğretmen öğrencilerine microsoft word u öğretiyor,1
şimdiki aklım olsaydı var ,1
insan olun fazlasını isteyen ,1
başkanım size  seviyoruz,1
köpeğe tecavüz ederek öldürdü   vicdanın    birisin  hayvanlar   zaman yasa çıkardıracaksınız,0
  meşhur   iş yapar  soruyorum,1
 bilmiyorsunuz  yazalım dedik kontenjan sayısı azaltılmalı  kabul edilmez,1
full erkek mavi akp  alıyor   zaman,1
aramız bozulmasın  uğraştığım  bencilleşti   yanına koştuklarım nankörleşti,1
şey sarı   olmaz kararsızım,1
 uşaum  me izlemeden  videoyu,1
kuzenin bana gelin   onu şey edeceğim  teyzenlerin   gelebilir  şey denicem,1
mağduriyetimize  susuyorsunuz sayın  sesimiz olmazsanız öğretmenin sesi olmazsa,1
goblindeki  meleği    yıkık amk,0
senin benden  zayıf olmaya hakkın   kalori hediye eden kankalarınız olsun,1
ismi eylem hidirtepe  manisa  saat civarlarında kaybolmuştur,1
 hatırlıyorum lokavt vardı  fabrika düdüklerinin dizlerine yatırılmış olan  senin kalbini kakışlardı tomarla muştuyu omuzlayarak genç adamlar polisin sevmediği genç adamlar sokaklarda patronları kudurtan gazeteler satarlardı,1
`` hırsızlık sende yolsuzluk sende namussuzluk sende iktidara  yazar süleyman özışık tan akp ye   sözler,0
sene açmasınlar    dönem kurtarmaz abi   kullanıyorsunuz    desene istiyorum koca yıl online  milyonlarca kişi neler kaybedecek   düşünmüyor misiniz   ,1
şunların pipisini kesmediğiniz sürece adalet  sağlayamazsınız,0
hatun nüde attı  desene braketli,1
arapça bilen akademisyen sayımız  prof muhataplarına soruyor erdoğan ı eleştirmek ,1
`` paran varsa insanlar  tanır paran   insanları tanırsın  hayırlı forumlar,1
 kadın  hayvan cinayetleri ceren özdemir in katilini geçmişinde hayvan cinayetleri var,1
